,SMILES,FP,FP array
434,CCS(=O)(=O)n1nc(C(=O)CCCC(F)(F)F)c2c1CCN(c1ncnc3[nH]ccc13)C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3350>,[0 0 0 ... 0 0 0]
435,c1ccc(-c2nc3cc(-c4ccc(-c5cccc6sc7ccccc7c56)cc4)ccc3nc2-c2ccc3ccccc3c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a33c0>,[0 0 0 ... 0 0 0]
436,c1ccc(-c2nc3c(-c4ccc(-c5cccc6sc7ccccc7c56)cc4)cccc3nc2-c2ccc3ccccc3c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3430>,[0 0 0 ... 0 0 0]
437,CC1(C)c2ccccc2-c2ccc(-c3nc(-c4ccc(-c5cccc6sc7ccccc7c56)cc4)cc4ncccc34)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a34a0>,[0 0 0 ... 0 0 0]
438,Cc1cnc(Nc2ccc(C3CCN(C)CC3)c(F)c2)nc1Cc1cc(CS(=O)(=O)C(C)(C)C)ncn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3510>,[0 0 0 ... 0 0 0]
439,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc4cc(-c5ccc6sc7ccc8ccc9oc%10cccc%11c%10c9c8c7c6c5-%11)ccc34)n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3580>,[0 0 0 ... 0 0 0]
440,c1ccc(-c2ccc(-c3nc(-c4cccc(-c5ccccc5)c4)nc(-c4ccc5oc6ccc7ccc8oc9cccc%10c9c8c7c6c5c4-%10)n3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a35f0>,[0 0 0 ... 0 0 0]
441,CC1(C)c2cc(-c3cccc4c(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)cccc34)cc3c2-c2c1ccc1ccc4oc5cccc-3c5c4c21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3660>,[0 0 0 ... 0 0 0]
442,C=C[C@@]1(C)C(=O)[C@H](C)[C@]23CCC(=O)O[C@H]2[C@@](C)([C@H](C)CC3)[C@@H]2OC(=O)C[C@H]21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a36d0>,[0 0 0 ... 0 0 0]
443,C=C[C@]1(C)[C@@H]2CC(=O)O[C@H]2[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3740>,[0 0 0 ... 0 0 0]
444,COc1c(C)cccc1-c1ccc2nc(NC3CCN(Cc4ccc(Cl)cc4)CC3)nc(C)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a37b0>,[0 0 0 ... 0 0 0]
445,COc1c(Cl)cccc1-c1ccc2nc(NC3CCN(Cc4ccc(C)cc4)CC3)nc(C)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3820>,[0 0 0 ... 0 0 0]
446,COc1c(Cl)cc(F)cc1-c1ccc2nc(NC3CCN(Cc4ccc(C)cc4)CC3)nc(C)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3890>,[0 0 0 ... 1 0 0]
447,Cc1ccc(CN2CCC(Nc3nc(C)c4cc(-c5cccc(C)c5C)ccc4n3)CC2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3900>,[0 0 0 ... 0 0 0]
448,CCC1O[C@H](OCCOCCOCCOCCN/C=C(\N)CCC(=O)CCCCCC(=O)CCOCC(CC)(COCCC(=O)CCCCCC(=O)CC/C(N)=C/NCCOCCOCCOCCO[C@H]2OC(CC)[C@@H](C)C(C)[C@H]2C)COCCC(=O)NCCCCC(=O)CC/C(N)=C/NCCOCCOCCOCCO[C@H]2OC(CC)[C@@H](C)C(C)[C@H]2C)[C@H](C)C(C)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3970>,[0 0 0 ... 0 1 0]
449,CCOC(=O)c1sc(NC(=O)C(/N=N/c2ccncc2C(=O)O)=C(/C)O)nc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a39e0>,[0 0 0 ... 0 0 0]
450,CCOC(=O)c1sc(NC(=O)C(/N=N/c2ccc(O)cc2C(=O)O)=C(/C)O)nc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3a50>,[0 0 0 ... 0 0 0]
451,CCOC(=O)c1sc(NC(=O)C(/N=N/c2c(OC=O)cccc2C(=O)O)=C(/C)O)nc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3ac0>,[0 0 0 ... 0 0 0]
452,Cc1ccc(CNC(=O)c2cn3c(c(O)c2=O)C(=O)N2C[C@@H]3[C@@](C)(O)CC[C@@H]2C)c(F)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3b30>,[0 0 0 ... 0 0 0]
453,CCCCN(C)CCCNC(=O)CCNC(=O)c1nc(CC(=O)CCCC(=O)c2cc(CC(=O)c3nc(CC(=O)CCCC(=O)c4cc(CC(=O)c5nccn5C(C)C)cn4C)cn3C(C)C)cn2C)cn1C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3ba0>,[0 1 0 ... 0 0 0]
454,CCc1nc2ccc(-c3cnc(N4CC(C(=O)O)C4)nc3)cn2c1N(C)c1nc(-c2ccc(C)cc2)c(C#N)s1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3c10>,[0 0 0 ... 0 0 0]
455,CC1(C)OB(c2ccc(C(=O)CCCCC[C@H](CC(=O)c3ccc(B4OC(C)(C)C(C)(C)O4)c(F)c3)C(=O)NCCC(=O)NCCCC[C@H](NC(=O)CCNC(=O)[C@H](CCCCNC(=O)c3ccc(B4OC(C)(C)C(C)(C)O4)c(F)c3)CC(=O)c3ccc(B4OC(C)(C)C(C)(C)O4)c(F)c3)C(=O)CCCC(=O)O)cc2F)OC1(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3c80>,[0 1 0 ... 0 0 0]
456,CC12CC(=O)C(Br)=C[C@]13CC(CC1=C3C3=NCCC4=CCC(=C43)C1=O)S2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3cf0>,[0 0 0 ... 0 0 0]
457,COc1cc2c(Oc3ccc(CC(=O)C4(C(=O)Cc5ccc(F)cc5)CC4)cc3F)ccnc2cc1SCCCCCNC(=O)CS,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3d60>,[0 0 0 ... 0 0 0]
458,C/C=C(\C=C/[C@H](C)Cc1cc(C(C)C(O)CC(O)CS(C)(C)C)ccc1Cl)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3dd0>,[0 1 0 ... 0 0 0]
459,COc1cccc(N2C=c3n(c4c(C)c(C)ccc4c4cccc5c6ccccc6n3c45)[C@@H]2C)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3e40>,[0 0 0 ... 0 0 0]
460,CCOCOC[C@H]1C[C@@H]1c1ccc(NCc2cc(B3OC(C)(C)C(C)(C)O3)ccc2F)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3eb0>,[0 0 0 ... 0 0 0]
461,[C-]#[N+]C([N+]#[C-])=C(OC)c1ccc(CC(=O)Cc2cc(-c3ccc(F)cc3Cl)no2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3f20>,[0 0 0 ... 0 0 0]
462,CC1CC=CC=C1C1=C(NC2=CC(C3=CC(C)(C4=CCCC(C#N)C4C)CC=C3)C(C)C(n3c4ccccc4c4cc(C#N)ccc43)[NH2+]2)C=CCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3f90>,[0 0 0 ... 0 0 0]
463,CC1CC=CC=C1C1=C(NC2=CC(C3=CC(C)(C4=CCCC(C#N)C4C)CC=C3)C(C)C(n3c4ccccc4c4cc(C#N)ccc43)N2)C=CCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a040>,[0 0 0 ... 0 0 0]
464,C=C(O)C(CO)NCC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a0b0>,[0 1 0 ... 0 0 0]
465,C=C(O)C(C)(CO)NCC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a120>,[0 1 0 ... 0 0 0]
466,CCN1C[C@]2(OC(=O)c3ccccc3CC(=O)c3ccc(I)cc3)CCC(OC)C3C2C[C@@H]([C@@H]1C)[C@@]1(O)CC(C)[C@H]2CC3[C@]1(O)[C@H]2OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a190>,[0 0 0 ... 0 0 0]
467,NC1C2CC(C3C=CC3)C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a200>,[0 0 0 ... 0 0 0]
468,c1ccc(-c2cccc(-c3ccccc3-c3nc(-c4ccc5c(c4)oc4ccccc45)nc(-c4cccc5c4oc4ccccc45)n3)c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a270>,[0 0 0 ... 0 0 0]
469,CCc1nc2cnccc2cc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a2e0>,[0 0 0 ... 0 0 0]
470,Cc1ccc(C2CN(C(=O)c3cc4c(cc3F)=NC(N)C3COCC=43)C2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a350>,[0 0 0 ... 0 0 0]
471,COCCOc1cccc(N2C(=O)Cc3ccc(B4OC(C)(C)C(C)(C)O4)cc32)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a3c0>,[0 0 0 ... 0 0 0]
472,CCc1cnc(N2CCC(CCCOc3cc(F)c(CC(=O)N4CC(CCCCNC(=O)NC(CO)(CO)CO)C4)c(F)c3)CC2)nc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a430>,[0 0 0 ... 0 0 0]
473,CCC1CN(C(=O)OC(C)(C)C)c2cc(O)c3ccccc3c21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a4a0>,[0 0 0 ... 0 0 0]
474,COc1cc(S(C)(=O)=O)ccc1Nc1nc(OC)c2c(C)c[nH]c2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a510>,[0 0 0 ... 0 0 0]
475,CCNc1nc(Nc2ccc(P3(=O)CCN(C(C)=O)CC3)cc2OC)nc2[nH]cc(C)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a580>,[0 0 0 ... 0 0 0]
476,CCCNc1nc(Nc2ccc(P3(=O)CCN(C(C)=O)CC3)cc2OC)nc2[nH]cc(C)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a5f0>,[0 0 0 ... 0 0 0]
477,CCCNc1nc(Nc2ccc(P3(=O)CCN(C4CC4)CC3)cc2OC)nc2[nH]cc(C)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a660>,[0 0 0 ... 0 0 0]
478,[C-]#[N+]c1cccc(C#N)c1-c1cc2c3c(c1)-n1c4ccccc4c4cccc(c41)B3c1ccccc1N2c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a6d0>,[0 0 0 ... 0 0 0]
479,N#Cc1cc(F)c(-c2cc3c4c(c2)-n2c5ccccc5c5cccc(c52)B4c2ccccc2N3c2ccccc2)c(C#N)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a740>,[0 0 0 ... 0 0 0]
480,[C-]#[N+]c1cccc(C#N)c1-c1cc2c3c(c1)-n1c4ccccc4c4cccc(c41)B3c1cccc(-c3ccccc3C)c1N2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a7b0>,[0 0 0 ... 0 0 0]
481,Cc1ccccc1-c1cccc2c1Nc1cc(-c3c(F)cc(C#N)cc3C#N)cc3c1B2c1cccc2c4ccccc4n-3c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a820>,[0 0 0 ... 0 0 0]
482,Cc1cc(Cc2nc(N3CCCC(N)C3)cnc2C(N)=O)sn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a890>,[0 0 0 ... 0 0 0]
483,Cc1cc(Cc2nc(N3CCCC(NC(=O)C4CCNC4)C3)cnc2C(N)=O)sn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a900>,[0 0 0 ... 0 0 0]
484,C1CCC(C2CCC(N(C3CCC(C4CCCC5C6CCC7OC8CCCCC8C7C6SC45)CC3)C3CCC(C4CCCC5OC6CCCCC6C54)CC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a970>,[0 0 1 ... 0 0 1]
485,C1CCC(C2CCC(N(C3CCC(C4CCC5C(C4)OC4CCCCC45)CC3)C3CCC(C4CCCC5C6CCC7OC8CCCCC8C7C6SC45)CC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028a9e0>,[0 0 1 ... 0 0 1]
486,C1CCC(C2CCC(N(C3CCC(C4CCC5CC6CCCCC6C5C4)CC3)C3CCC(C4CCCC5C6CCC7OC8CCCCC8C7C6SC45)CC3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028aa50>,[0 0 1 ... 0 0 1]
487,CC(C)n1nc(-c2ncc(CC(=O)Cc3cc(C(C)(C)C(F)(F)F)on3)cn2)c(C(N)=O)c1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028aac0>,[0 1 0 ... 0 0 0]
488,NCC(=O)Cc1ccc(-c2ccc(NCCCN3C(=O)c4cccc5cccc(c45)C3=O)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ab30>,[0 0 0 ... 0 0 0]
489,[C-]#[N+]c1cc2c(cc1[N+]#[C-])C(=O)C(=CC1=Cc3cc4c(cc3C1(C)C)-c1cc3c(cc1C4(C)C)C=C(C=C1C(=O)c4cc(C#N)c(C#N)cc4C1=O)C3(C)C)C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028aba0>,[0 0 0 ... 0 0 0]
490,COc1cc2c(cc1OCCCCCOc1cc3c(cc1C)C(=O)N1CC[C@H]1[C@H](O)N3C(=O)OCc1ccc(CC(=O)[C@H](C)NC(=O)[C@@H](N)C(C)C)cc1)N=C[C@@H]1CCN1C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ac10>,[0 1 0 ... 0 0 0]
491,C=CCOC(=O)C[C@H](C(=O)N[C@@H](C)C(=O)Cc1ccc(COC(=O)N2c3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC[C@H]4C(O)N5C(=O)OCC=C)c(C)cc3C(=O)N3CC[C@H]3[C@@H]2O)cc1)C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ac80>,[0 1 0 ... 0 0 0]
492,COc1cc2c(cc1OCCCCCOc1cc3c(cc1C)C(=O)N1CC[C@H]1[C@H](O)N3C(=O)OCc1ccc(CC(=O)[C@H](C)NC(=O)[C@@H](CC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCCC(=O)CCN3C(=O)C=CC3=O)C(C)C)cc1)N=C[C@@H]1CCN1C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028acf0>,[0 1 0 ... 0 0 1]
493,O=C(Cc1nc(C2CCC2)cs1)c1cccn1Cc1ccncc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ad60>,[0 0 0 ... 0 0 0]
494,CC(F)(F)c1ccc2sc(C(=O)N[C@H]3CCC[C@H]4SC(C)(C)[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N5CCC(CCC#Cc6cccc7c6CN(C6CCC(=O)NC6=O)C7=O)CC5)C5CCCCC5)N4C3=O)cc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028add0>,[0 1 1 ... 0 0 0]
495,CCC(=O)c1cc(C(C)C)on1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ae40>,[0 1 0 ... 0 0 0]
496,C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#COc1cc(C)cc(COC(=O)CNC(=O)c2ccc(NCC(=O)[C@@H]3CCCN3C(=O)CC)cc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028aeb0>,[0 0 0 ... 0 0 0]
497,C#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#COc1cc(C)cc(COC(=O)CNC(=O)c2ccc(NCC(=O)[C@@H]3CCCN3C(=O)OCC3c4ccccc4-c4ccccc43)cc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028af20>,[0 0 0 ... 0 0 0]
498,CCC1CC(C(C)C(C)=O)CC1(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028af90>,[0 1 0 ... 0 0 0]
499,CCN(C)CCC1=CNC2CCC(F)CC12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c040>,[0 0 0 ... 0 0 0]
500,CC(F)(F)C(=O)Oc1ccc(Oc2ccc(O)c(I)c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c0b0>,[0 0 0 ... 0 0 0]
501,CC(F)(F)C(=O)Oc1ccc(Oc2cc(I)c(O)cc2I)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c120>,[0 0 0 ... 0 0 0]
502,Cc1cc(Oc2ccc(OC(=O)C(C)(F)F)cc2)cc(I)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c190>,[0 0 0 ... 0 0 0]
503,Cc1cc(I)cc(I)c1Oc1ccc2cc(OC(=O)OC34CC5CC(CC(COCC(C)(F)F)(C5)C3)C4)ccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c200>,[0 0 0 ... 0 0 0]
504,Cc1cc(I)cc(I)c1Oc1ccc2cc(OC(=O)C34CC5CC(C3)CC(C(=O)OC(C(C)(F)F)C(F)(F)F)(C5)C4)ccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c270>,[0 1 0 ... 0 0 0]
505,[C-]#[N+]/C(C#N)=N/c1cc2cc3c(cc2[nH]1)-c1cc2sc(/N=C(\C#N)[N+]#[C-])cc2cc1C3(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c2e0>,[0 0 0 ... 0 0 0]
506,CC1(C)c2cc3cc(/C=C4\C(=O)C(=O)c5ccccc54)sc3cc2-c2cc3sc(/C=C4\C(=O)C(=O)c5ccccc54)cc3cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c350>,[0 1 0 ... 0 0 0]
507,[C-]#[N+]C1=C(C)/C(=N/c2cc3cc4c(cc3s2)-c2cc3sc(/N=C5\C(=O)N(C)C(=O)C([N+]#[C-])=C5C)cc3cc2C4(C)C)C(=O)N(C)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c3c0>,[0 0 0 ... 0 0 0]
508,[C-]#[N+]/C(C#N)=C1C(=N/c2cc3cc4c(cc3s2)-c2cc3sc(/N=C5\C(=O)c6ccccc6\C5=C(\C#N)[N+]#[C-])cc3cc2C4(C)C)/C(=O)c2ccccc2/1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c430>,[0 1 0 ... 0 0 0]
509,COC(=O)/C=C1\N=C(c2c(O)[nH]c(=O)[nH]c2=O)c2ccc([N+](=O)[O-])cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c4a0>,[0 0 0 ... 0 0 0]
510,O=C(O)CCC(=O)CC[n+]1ccc(-c2cccnn2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c510>,[0 0 0 ... 0 0 0]
511,C=C1O[C@H]2C(C)[C@@]1(CC)O[C@H]2n1cnc2/c(=N/C(=O)c3ccccc3)n(COCc3ccccc3)cnc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c580>,[0 0 0 ... 0 0 0]
512,CC[C@]12O[C@@H](n3cnc4/c(=N/C(=O)c5ccccc5)n(COCc5ccccc5)cnc43)[C@@H](OC13CC3)C2C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c5f0>,[0 0 0 ... 0 0 0]
513,Cc1cc2ncnc(N3CC(CCS(N)(=O)=O)C3)c2cc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c660>,[0 0 0 ... 0 0 0]
514,N#Cc1cnn2cc(N3CC[C@@H](F)C3)cc(-c3ccc(N4CC5CC(C4)N5Cc4cnc5c(c4)C=CC5)nc3)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c6d0>,[0 0 0 ... 0 0 0]
515,N#Cc1cnn2cc(N3CC[C@H](F)C3)cc(-c3ccc(N4CC5CC(C4)N5Cc4cnc5c(c4)C=CC5)nc3)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c740>,[0 0 0 ... 0 0 0]
516,Cc1ncnc2c1ccn2C1OC2(CNC(Cc3ccc4cc(Br)c(Cl)nc4c3)C2)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c7b0>,[0 0 0 ... 0 0 0]
517,O=C1Cc2ccc(NC(=O)Nc3ccc(F)cc3)cc2N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c820>,[0 0 0 ... 0 0 0]
518,CCCCOC(=O)OCCCN,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c890>,[0 0 0 ... 0 0 0]
519,CCOc1cc2nc(C)c(C)n2cc1CC(=O)c1cccc(C(F)(F)F)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c900>,[0 0 0 ... 0 0 0]
520,CCC1=CC(C=O)CC(C)(C(=O)OCC(C)(C)F)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c970>,[0 0 0 ... 0 0 0]
521,Cc1ccc(/C=C/C(=O)Nc2cccc3c2C[C@H](C)C3)c(N2CCCCC2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028c9e0>,[0 0 1 ... 0 0 1]
522,C=C1CCc2ccc(NC(=O)c3ccc(-c4ccccc4)c(CN4CCC[C@H]4C)c3)cc2N1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ca50>,[0 0 0 ... 0 0 0]
523,CCc1cc(OCCCCN)ccc1-c1ccc(C[C@H](CC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)CC(=O)[C@@H](NC(=O)[C@@](C)(CC(=O)[C@@H](NC(=O)CCC(=O)[C@H](Cc2nn[nH]n2)NC(=O)C(C)(C)N)[C@@H](C)O)Cc2ccccc2F)[C@@H](C)O)C(=O)N[C@@H](CCCc2cc(C)cc(C)c2)C(N)=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cac0>,[0 1 0 ... 0 0 0]
524,COCc1cc(-c2cc(COC)c(OCC(O)COc3ccccc3-c3ccccc3)c(COC)c2)cc(COC)c1OCC(O)COc1ccccc1-c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cb30>,[0 1 0 ... 0 0 0]
525,CCc1c2c(nc3ccc(OC(=O)OC(C)(C)C)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@@]3(C)OC(=O)CSCC(=O)OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cba0>,[0 0 0 ... 0 0 0]
526,Cl[Si](Cl)c1ccc2c(c1)COCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cc10>,[0 0 0 ... 0 0 0]
527,CC1OCc2cc([Si](Cl)Cl)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cc80>,[0 0 0 ... 0 0 0]
528,CC1(C)OCc2cc([Si](Cl)Cl)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ccf0>,[0 0 0 ... 0 0 0]
529,CO[Si](OC)c1ccc2c(c1)COCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cd60>,[0 0 0 ... 0 0 0]
530,CCC1(C)OCc2cc([Si](Cl)Cl)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cdd0>,[0 0 0 ... 0 0 0]
531,CO[Si](OC)c1ccc2c(c1)COC(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ce40>,[0 0 0 ... 0 0 0]
532,CC(=O)O[Si](OC(C)=O)c1ccc2c(c1)COCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028ceb0>,[0 0 0 ... 0 0 0]
533,CCO[Si](OCC)c1ccc2c(c1)COCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cf20>,[0 0 0 ... 0 0 0]
534,CO[Si](OC)c1ccc2c(c1)COC(C)(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750028cf90>,[0 0 0 ... 0 0 0]
535,CC(=O)O[Si](OC(C)=O)c1ccc2c(c1)COC(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288040>,[0 0 0 ... 0 0 0]
536,CCO[Si](OCC)c1ccc2c(c1)COC(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002880b0>,[0 0 0 ... 0 0 0]
537,CCC1(C)OCc2cc([Si](OC)OC)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288120>,[0 0 0 ... 0 0 0]
538,CC(=O)O[Si](OC(C)=O)c1ccc2c(c1)COC(C)(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288190>,[0 0 0 ... 0 0 0]
539,CCCC1(C)OCc2cc([Si](OC)OC)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288200>,[0 0 0 ... 0 0 0]
540,CCO[Si](OCC)c1ccc2c(c1)COC(C)(C)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288270>,[0 0 0 ... 0 0 0]
541,CCC1(C)OCc2cc([Si](OC(C)=O)OC(C)=O)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002882e0>,[0 0 0 ... 0 0 0]
542,CCO[Si](OCC)c1ccc2c(c1)COC(C)(CC)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288350>,[0 0 0 ... 0 0 0]
